epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,1714.69,0.80433,0.50542,1.1273,0.97338,0.94972,0.97144,0.76195,0.65717,0.3311,1.01598,0.000297081,0.000297081,0.000297081
39,1757.65,0.77246,0.51066,1.12363,0.98935,0.9573,0.9902,0.75361,0.64037,0.31001,1.02194,0.000275084,0.000275084,0.000275084
40,1803.6,0.76017,0.48333,1.11353,0.97585,0.95013,0.97836,0.76262,0.63205,0.30097,1.01268,0.000253086,0.000253086,0.000253086
41,1847.8,0.63466,0.38738,1.1003,0.96835,0.97755,0.98818,0.77051,0.62207,0.32285,1.00711,0.000231088,0.000231088,0.000231088
42,1891.89,0.61214,0.35579,1.07278,0.97479,0.98824,0.99053,0.76662,0.62379,0.31642,0.99997,0.00020909,0.00020909,0.00020909
43,1932.89,0.60178,0.34318,1.0689,0.98321,0.96879,0.99048,0.76775,0.61408,0.29474,1.01094,0.000187092,0.000187092,0.000187092
44,1975.41,0.57754,0.33677,1.05378,0.96997,0.97244,0.99034,0.78309,0.61518,0.28892,1.00501,0.000165095,0.000165095,0.000165095
45,2018.61,0.57045,0.32576,1.05196,0.95636,0.96754,0.98327,0.77461,0.61454,0.28479,1.00301,0.000143097,0.000143097,0.000143097
46,2059.53,0.55746,0.31797,1.04544,0.97737,0.94583,0.9761,0.77327,0.61624,0.29416,1.00513,0.000121099,0.000121099,0.000121099
47,2105.99,0.54512,0.31286,1.04097,0.98537,0.95206,0.98361,0.78404,0.60524,0.28302,0.99533,9.91012e-05,9.91012e-05,9.91012e-05
48,2146.93,0.53526,0.30339,1.03887,0.98585,0.94808,0.98086,0.77499,0.61363,0.30178,1.0043,7.71034e-05,7.71034e-05,7.71034e-05
49,2189.46,0.52328,0.29899,1.02299,0.97984,0.94824,0.97583,0.77432,0.59718,0.28255,1.00065,5.51056e-05,5.51056e-05,5.51056e-05
50,2232.13,0.50802,0.2955,1.00794,0.97651,0.95577,0.98145,0.77839,0.59153,0.27958,0.99913,3.31078e-05,3.31078e-05,3.31078e-05
